Accession,Year,historical_cluster,kmeans_cluster
ABS76426,2002,FU02,2
ABW37358,1998,SY97,12
ABS76425,2004,Other,10
AHW46734,2012,Other,9
AJK02751,2010,Other,5
AJK01408,2010,Other,5
AJK01611,2010,Other,5
AJK01551,2009,Other,5
AJK01911,2008,Other,13
AJK01222,2008,Other,13
AJK03120,2008,Other,13
AJK02771,2010,Other,5
AJK03616,2009,Other,5
AFU09864,2011,Other,9
BAV13648,2015,Other,6
BAV13652,2015,Other,6
BAV13654,2015,Other,6
BAV13655,2015,Other,6
BAV13635,2015,Other,6
BAU36334,2014,Other,0
BAU36336,2014,Other,0
BAU36338,2014,Other,0
BAT21805,2012,Other,9
BAT21821,2012,Other,9
BAT21794,2012,Other,9
BAT21804,2012,Other,9
BAT21736,2012,Other,9
BAT21776,2012,Other,9
BAT21769,2013,Other,0
BAT21764,2013,Other,0
BAT21739,2013,Other,0
BAT21737,2013,Other,0
BAT21742,2013,Other,0
BAT21775,2013,Other,0
BAT21743,2013,Other,0
BAV13637,2014,Other,0
BAV13660,2015,Other,6
BAV13664,2015,Other,6
BAV13666,2015,Other,6
BAU36365,2014,Other,0
BAV13673,2015,Other,6
BAV13675,2015,Other,6
BAV13676,2015,Other,6
ADC34940,2007,Other,13
AJK03068,2010,Other,5
ATV85540,2015,Other,6
ATV84017,2012,Other,9
AJK00628,2010,Other,5
ATV85732,2015,Other,6
QFQ21197,2017,Other,8
ATV86601,2015,Other,6
QFQ21209,2017,Other,8
QFQ21221,2018,Other,8
ATV87741,2015,Other,6
ATV88017,2015,Other,6
ATV88233,2015,Other,6
QFQ21341,2018,Other,8
ATV90245,2016,Other,6
ATV85612,2015,Other,6
AJK03220,2010,Other,5
AJK02553,2010,Other,5
AJK01867,2010,Other,5
AJK03209,2008,Other,13
AGM16032,2013,Other,0
AGM16033,2013,Other,0
AGM16034,2013,Other,0
AFY08269,2012,Other,9
AYV87856,2017,Other,8
AYV87891,2017,Other,8
AYV88026,2018,Other,8
AYV88086,2018,Other,8
ABF21281,1972,EN72,11
AJK03248,2009,Other,5
AFM72257,2000,SY97,12
AFH00043,1992,BE92,7
AFH00769,1991,BE89,7
ARI70255,2011,Other,9
AJK00501,2007,Other,13
ACD47213,2007,Other,13
QIJ26983,2020,Other,3
ALH34171,2015,Other,6
AQI17288,2017,Other,8
QBY33467,2019,Other,3
AQS20582,2017,Other,8
AIE09702,2013,Other,0
AIU46464,2014,Other,0
AQZ37535,2017,Other,8
AXA19407,2018,Other,8
AFV33742,2012,Other,9
AGK74317,2011,Other,9
QBS19923,2019,Other,3
AGL06243,2011,Other,9
ARB17809,2017,Other,8
QBY33486,2019,Other,3
AGL06923,2012,Other,9
AIE09816,2013,Other,0
ANN00323,2016,Other,6
ARH17703,2017,Other,8
ARO44420,2017,Other,8
AGL06608,2012,Other,9
ANN01259,2016,Other,6
ARQ87423,2017,Other,8
ASK82344,2017,Other,8
AXB52253,2018,Other,8
ASK83166,2017,Other,8
ASM91000,2017,Other,8
AOT91138,2016,Other,6
QEN96616,2019,Other,3
AOT91630,2016,Other,6
AUP49409,2017,Other,8
ALE31740,2014,Other,0
ALE31741,2014,Other,0
ALE31742,2014,Other,0
AUP49421,2017,Other,8
ALE31877,2014,Other,0
APW80801,2016,Other,6
QHA78898,2019,Other,3
APQ44677,2016,Other,6
ASB34102,2016,Other,6
ASE04487,2016,Other,6
ASE04488,2016,Other,6
ASE04526,2016,Other,6
QHW15991,2019,Other,3
ATD11131,2017,Other,8
ATD11192,2017,Other,8
QHW16008,2019,Other,3
QBM13185,2018,Other,8
QCF42574,2019,Other,3
QCT09476,2019,Other,3
QDC21026,2019,Other,3
QDC27467,2019,Other,3
ABW23350,2007,Other,13
ACT67813,2009,Other,5
AIE09695,2014,Other,0
AGK74100,2010,Other,5
AIE09710,2014,Other,0
QIJ27019,2020,Other,3
ALH36177,2015,Other,6
QDX14311,2019,Other,3
AGL06536,2012,Other,9
AMB68849,2015,Other,6
AMB68861,2015,Other,6
ARO43584,2017,Other,8
QCG83834,2019,Other,3
AGK74517,2011,Other,9
ALH32861,2014,Other,0
QDE07973,2019,Other,3
ALH32815,2014,Other,0
ARS00389,2017,Other,8
AXQ12928,2018,Other,8
AYG77677,2018,Other,8
AGK74444,2011,Other,9
AGL06297,2012,Other,9
ATI22925,2017,Other,8
QDQ45995,2019,Other,3
QDE07985,2019,Other,3
AZF87111,2018,Other,8
AGF68734,2009,Other,5
AOT91438,2016,Other,6
AGF68750,2009,Other,5
QDE08028,2019,Other,3
QBL92140,2018,Other,8
QIJ25967,2019,Other,3
AGZ61069,2012,Other,9
QIJ27055,2019,Other,3
ABV30437,2007,Other,13
AFG99402,1989,BE89,1
AIU46029,1993,BE92,7
ATV86044,2015,Other,6
ATV83633,2012,Other,9
ATV84988,2014,Other,0
ATV89563,2016,Other,6
ATV89587,2016,Other,6
AJK03187,2010,Other,5
AJK02288,2010,Other,5
ATV89790,2016,Other,6
QFQ21389,2017,Other,8
ATV83657,2012,Other,9
ATV85204,2014,Other,0
ATV83669,2012,Other,9
QFQ21413,2017,Other,8
ATV89802,2016,Other,6
ATV83753,2012,Other,9
QFQ21437,2017,Other,8
ATV83765,2012,Other,9
ATV86541,2015,Other,6
ATV86985,2015,Other,6
QFQ21473,2017,Other,8
ATV83921,2012,Other,9
ATV83837,2012,Other,9
ATV83885,2012,Other,9
ATV86997,2015,Other,6
AFG99479,1990,BE89,1
QFQ21497,2017,Other,8
QFQ21509,2017,Other,8
QFQ21545,2018,Other,8
QFQ21569,2018,Other,8
QFQ21605,2017,Other,8
QFQ21653,2018,Other,8
QFQ21677,2018,Other,8
ATV88603,2016,Other,6
QFQ21701,2018,Other,8
QFQ21749,2018,Other,8
ATV89119,2016,Other,6
ATV89311,2016,Other,6
QFQ21785,2018,Other,8
AJK03350,2009,Other,5
QFQ21809,2018,Other,8
ATV89227,2016,Other,6
ATV87009,2015,Other,6
AJK01027,2009,Other,5
ATV89239,2016,Other,6
ATV89107,2016,Other,6
QFQ21845,2017,Other,8
ATV88125,2015,Other,6
QFQ21869,2018,Other,8
QFQ21881,2018,Other,8
ATV84029,2012,Other,9
ATV84712,2014,Other,0
ATV87297,2015,Other,6
QFQ21941,2017,Other,8
QFQ21953,2018,Other,8
ATV86529,2015,Other,6
ATV89539,2016,Other,6
ATV84724,2014,Other,0
AIW60693,1999,SY97,12
AIW60694,1999,SY97,12
ATV83302,2012,Other,9
ATV87645,2015,Other,6
ATV87549,2015,Other,6
ATV87633,2015,Other,6
ATV87321,2015,Other,6
ATV87429,2015,Other,6
ATV87441,2015,Other,6
ATV87681,2015,Other,6
ATV87789,2015,Other,6
ATV87249,2015,Other,6
AGB08328,2011,Other,9
AIU46088,2011,Other,9
AIE52620,2011,Other,9
ATV87261,2015,Other,6
AJK02933,2010,Other,5
ATV86164,2015,Other,6
ATV88927,2016,Other,6
ATV83433,2012,Other,9
ATV87381,2015,Other,6
ATV87273,2015,Other,6
ATV86248,2015,Other,6
ATV83469,2012,Other,9
AJK00659,2008,Other,13
AJK02774,2009,Other,5
ATV85024,2014,Other,0
QFQ22001,2017,Other,8
ATV85036,2014,Other,0
ATV83170,2014,Other,0
ATV84544,2014,Other,0
ATV85048,2014,Other,0
ATV85120,2014,Other,0
ATV85132,2014,Other,0
ATV85180,2014,Other,0
ATV83278,2012,Other,9
ATV88711,2016,Other,6
ATV86397,2015,Other,6
ATV86409,2015,Other,6
ATV88053,2015,Other,6
ATV86421,2015,Other,6
AIU46077,2004,Other,10
ATV84244,2013,Other,0
ATV83457,2012,Other,9
ATV86469,2015,Other,6
ATV86493,2015,Other,6
ATV88819,2016,Other,6
ATV88963,2016,Other,6
ATV88987,2016,Other,6
ATV89131,2016,Other,6
QFQ22109,2017,Other,8
ATV89143,2016,Other,6
AJK02715,2010,Other,5
ATV89155,2016,Other,6
ATV89167,2016,Other,6
ATV89047,2016,Other,6
ATV89287,2016,Other,6
QFQ22205,2017,Other,8
ATV85264,2015,Other,6
QFQ22241,2017,Other,8
QFQ22253,2017,Other,8
QFQ22277,2017,Other,8
QFQ22301,2017,Other,8
QFQ22337,2017,Other,8
ATV89826,2016,Other,6
ATV87753,2015,Other,6
ATV89203,2016,Other,6
ATV87873,2015,Other,6
ATV87777,2015,Other,6
ATV83729,2012,Other,9
ATV89862,2016,Other,6
AJK03489,2010,Other,5
ATV89874,2016,Other,6
ATV90125,2016,Other,6
QFQ22421,2017,Other,8
ATV90017,2016,Other,6
ATV90149,2016,Other,6
QFQ22493,2017,Other,8
QFQ22505,2017,Other,8
QFQ22529,2017,Other,8
QFQ22553,2017,Other,8
AFH00054,1992,BE92,7
QFQ22577,2017,Other,8
QFQ22625,2017,Other,8
ATV84844,2014,Other,0
ATV83741,2012,Other,9
ATV89083,2016,Other,6
ATV84112,2013,Other,0
QFQ22733,2018,Other,8
ATV89419,2016,Other,6
QFQ22805,2017,Other,8
QFQ22817,2017,Other,8
ATV89443,2016,Other,6
QFQ22877,2018,Other,8
ATV83789,2012,Other,9
AFG72658,1995,WU95,7
QFQ22997,2017,Other,8
ATV83481,2012,Other,9
AJK02764,2010,Other,5
ATV86056,2015,Other,6
ATV84520,2014,Other,0
ATV88975,2016,Other,6
ATV86625,2015,Other,6
QFQ23104,2017,Other,8
QFQ23128,2017,Other,8
ATV86709,2015,Other,6
ATV86673,2015,Other,6
ATV86685,2015,Other,6
ATV83553,2012,Other,9
QFQ23164,2017,Other,8
ATV85312,2015,Other,6
ATV89179,2016,Other,6
ATV83969,2012,Other,9
QFQ23260,2017,Other,8
QFQ23272,2017,Other,8
AAC59602,1996,WU95,7
AJK01425,2009,Other,5
AJK00543,2010,Other,5
AJK03252,2009,Other,5
AJK03544,2010,Other,5
AJK02567,2009,Other,5
AJK01177,2009,Other,5
AJK02829,2009,Other,5
AJK03538,2009,Other,5
AGL06957,2012,Other,9
AQI21314,2017,Other,8
ACD85626,2008,Other,13
ACT67807,2009,Other,5
AQI21326,2017,Other,8
AGF68811,2010,Other,5
AGL07449,2012,Other,9
AGL06142,2012,Other,9
AGK74860,2011,Other,9
AQS21236,2017,Other,8
AGL07297,2012,Other,9
AXA19431,2018,Other,8
ARD26017,2017,Other,8
QBY33504,2019,Other,3
AGL06678,2012,Other,9
QCG85543,2019,Other,3
AGZ60739,2012,Other,9
QDX14414,2019,Other,3
AXV44368,2018,Other,8
ANM96945,2016,Other,6
QDE08052,2019,Other,3
ALH31415,2014,Other,0
QEI02912,2019,Other,3
APB90100,2015,Other,6
AXB53853,2018,Other,8
ATZ79545,2017,Other,8
AXB53855,2018,Other,8
AGL09820,2012,Other,9
AGL09821,2013,Other,0
ALH31654,2014,Other,0
QDQ43539,2019,Other,3
AUI43418,2017,Other,8
ALH30235,2014,Other,0
AXB53912,2018,Other,8
ANN01367,2016,Other,6
ALE31745,2014,Other,0
ALE31747,2014,Other,0
AXQ12375,2018,Other,8
AOT91090,2016,Other,6
AXF93285,2018,Other,8
ATD10963,2017,Other,8
ATD11028,2017,Other,8
ATD11352,2017,Other,8
APW80489,2016,Other,6
APW80501,2016,Other,6
QBA99355,2018,Other,8
QBZ80556,2019,Other,3
QCP67894,2019,Other,3
QCQ19762,2019,Other,3
QDC21038,2019,Other,3
QHA30941,2019,Other,3
ACA24700,2007,Other,13
AGF37571,2012,Other,9
AFG99424,1989,BE89,1
ABI95239,2004,Other,10
ABI30576,2005,Other,10
ABI21046,2003,FU02,2
ABI30843,2005,Other,10
ABG67634,2003,FU02,2
ABG67656,2003,FU02,2
ABI21736,2000,SY97,12
ABI92445,2005,Other,10
ABG48247,2003,FU02,2
ABG67557,2003,FU02,2
ABI20980,2000,SY97,12
ABI20991,2000,SY97,12
ABG48082,2002,FU02,2
ABG37450,2002,FU02,2
ABG80315,2004,Other,10
ABI21123,2004,Other,10
ABI92346,2002,FU02,2
ABO52071,2004,Other,10
ABI21145,2004,Other,10
ABG88630,2002,FU02,2
ABG80205,2000,SY97,12
ABI21167,2004,Other,10
ABG88597,2001,SY97,2
ABG48181,2002,FU02,2
ABG37472,2002,FU02,2
ABG80216,2000,SY97,12
ABI30810,2005,Other,10
ABU50560,2007,Other,13
AQS96962,2017,Other,8
AGK73993,2010,Other,5
ALH25545,2015,Other,6
AGZ60777,2013,Other,0
APB90630,2015,Other,6
ARH14779,2017,Other,8
AJK02589,2008,Other,13
AIE09577,2013,Other,0
AGL06362,2012,Other,9
AGK74429,2011,Other,9
AGL06407,2012,Other,9
AIE09969,2013,Other,0
QCG85566,2019,Other,3
QDX14503,2019,Other,3
QJA11798,2020,Other,3
ALH25483,2015,Other,6
ARH15532,2017,Other,8
QBL92200,2018,Other,8
QBL92212,2018,Other,8
AGL07066,2012,Other,9
ALH35811,2015,Other,6
APB90154,2015,Other,6
ASK82968,2017,Other,8
ATX60662,2017,Other,8
AFM45486,2012,Other,9
ATX61422,2017,Other,8
AGL09828,2012,Other,9
AGL09829,2013,Other,0
AGL09832,2013,Other,0
ALH30070,2014,Other,0
ANM99914,2016,Other,6
ACA33765,2007,Other,13
ALH29688,2014,Other,0
ALH37577,2015,Other,6
AMB68780,2015,Other,6
ACF40108,2007,Other,13
ALA08684,2014,Other,0
AGL06772,2012,Other,9
ALE31758,2014,Other,0
ALE31759,2014,Other,0
ALE31760,2014,Other,0
AMB68816,2015,Other,6
ALE31881,2014,Other,0
APB89371,2014,Other,0
ALE31963,2015,Other,6
ALE31964,2015,Other,6
ALE31978,2015,Other,6
ALE32113,2015,Other,6
AGZ61672,2012,Other,9
APQ44598,2016,Other,6
APQ44685,2016,Other,6
AMB69925,2015,Other,6
AOT90646,2016,Other,6
ASB34056,2016,Other,6
ASB34058,2016,Other,6
ALG00471,2013,Other,0
ASE04491,2016,Other,6
ATD10965,2017,Other,8
APB89761,2014,Other,0
ATD10971,2017,Other,8
ATD11032,2016,Other,6
ATD11356,2017,Other,8
ATD11357,2017,Other,8
AOT90862,2016,Other,6
QGW44685,2019,Other,3
QGW44697,2019,Other,3
ANM97587,2015,Other,6
QHI03748,2019,Other,3
QAB03259,2018,Other,8
AOT89579,2016,Other,6
APC59369,2016,Other,6
APH10728,2016,Other,6
AYW00356,2018,Other,8
AQS96696,2016,Other,6
QDK58516,2019,Other,3
AQS96779,2016,Other,6
AXB52379,2018,Other,8
QCT09536,2019,Other,3
QDC21097,2019,Other,3
QDC21109,2019,Other,3
QDC21133,2019,Other,3
QDC21193,2019,Other,3
AXL27949,2018,Other,8
QDJ73826,2019,Other,3
AQS96827,2016,Other,6
ABW39938,2007,Other,13
AIU46070,2004,Other,10
ABW80977,2004,Other,10
AIU46027,1994,BE92,7
ABG37582,2003,FU02,2
ABG80304,2004,Other,10
ABG67502,2001,SY97,2
ABG48203,2003,FU02,2
ABG37428,2002,FU02,2
AFG99226,1985,BK79,1
ABI92412,2005,Other,10
AFG99413,1989,BE89,1
ABI92423,2005,Other,10
ABI21134,2004,Other,10
ABG48093,2002,FU02,2
ABG48269,2004,Other,10
ABJ09162,2004,Other,10
ABI21178,2004,Other,10
ABG48170,2002,FU02,2
ABI30788,2005,Other,10
ABF47902,2000,SY97,12
AIU46031,1993,BE92,7
AIE10151,2014,Other,0
AGL06320,2012,Other,9
APB91093,2015,Other,6
ARJ34448,2017,Other,8
AEW31145,2011,Other,9
ALH32061,2014,Other,0
APH10299,2016,Other,6
QJT42663,2020,Other,3
AXA18475,2018,Other,8
AQI13097,2016,Other,6
ASK81447,2017,Other,8
AQS21259,2016,Other,6
QDX14611,2019,Other,3
ASV64177,2017,Other,8
AZF87051,2018,Other,8
AMB69577,2015,Other,6
QDE08081,2019,Other,3
AMB70328,2015,Other,6
AXB52403,2018,Other,8
AXB52419,2018,Other,8
QDE08112,2019,Other,3
QEN98120,2019,Other,3
QED95653,2019,Other,3
ABI92500,2000,SY97,12
ABJ09239,2000,SY97,12
ABI92511,2001,SY97,2
ABI92522,2001,SY97,2
ABG88795,2001,SY97,2
ABG88806,2002,FU02,2
ABI92555,2002,FU02,2
ABI92577,2002,FU02,2
ABI92599,2002,FU02,2
ABN51154,2002,FU02,2
ABI92621,2002,FU02,2
ABI92643,2003,FU02,2
ABI92665,2003,FU02,2
ABI92720,2003,FU02,2
ABI92731,2003,FU02,2
ABI92742,2003,FU02,2
ABI92753,2003,FU02,2
ABI92764,2003,FU02,2
ABL67165,2003,FU02,2
ABI92797,2004,Other,10
ABI92863,2004,Other,10
ABI92896,2004,Other,10
ABI92940,2005,Other,10
ABI92951,2005,Other,10
ABM22015,2005,Other,10
ABI92962,2005,Other,10
ABJ53460,2005,Other,10
ABK40722,2000,SY97,12
ABI92995,2005,Other,10
ABK39984,2005,Other,10
AJK03532,2009,Other,5
ABC42640,2004,Other,10
AQS96836,2017,Other,8
ABW23259,2007,Other,13
ACA33745,2007,Other,13
APY25969,2017,Other,8
QIJ27175,2020,Other,3
AXF93314,2018,Other,8
QIJ27199,2020,Other,3
ACD47224,2008,Other,13
AGZ61537,2013,Other,0
ARH14683,2017,Other,8
AIE09863,2014,Other,0
ACD47217,2008,Other,13
AGL06274,2012,Other,9
AQS96997,2017,Other,8
QCW16413,2019,Other,3
AGL06554,2012,Other,9
AGZ60999,2013,Other,0
ALH34845,2015,Other,6
AYN08270,2018,Other,8
AIU46500,2014,Other,0
ARH14767,2017,Other,8
AGL06682,2012,Other,9
QCW16432,2019,Other,3
QCW16456,2019,Other,3
AGK74683,2010,Other,5
AIE09588,2013,Other,0
ALH34839,2015,Other,6
AGF68714,2009,Other,5
AGF68670,2009,Other,5
AGK73932,2010,Other,5
ACM51227,2008,Other,13
AGK74333,2011,Other,9
ASW32366,2017,Other,8
ALH35282,2015,Other,6
AKC43586,2014,Other,0
ALH34736,2015,Other,6
ACT34407,2008,Other,13
ALH27111,2014,Other,0
ARH15474,2017,Other,8
ARH15486,2017,Other,8
ARO41323,2017,Other,8
ARO41347,2017,Other,8
QIQ47245,2020,Other,3
AGK74034,2010,Other,5
ASB16763,2017,Other,8
ASV64165,2017,Other,8
ASW33135,2017,Other,8
ACA33758,2007,Other,13
ANN00371,2016,Other,6
ATI22625,2017,Other,8
ATI23089,2017,Other,8
ATU89605,2017,Other,8
ATZ78656,2017,Other,8
AUH30703,2017,Other,8
ACB11766,2007,Other,13
AUM85515,2017,Other,8
ARO41544,2017,Other,8
ARJ35288,2017,Other,8
QDX14690,2019,Other,3
ARO44015,2017,Other,8
QDE08148,2019,Other,3
QDE08172,2019,Other,3
QDQ46266,2019,Other,3
QJP03030,2020,Other,3
ALH28677,2014,Other,0
ARQ87333,2017,Other,8
ALH30096,2014,Other,0
ASB16476,2017,Other,8
ALG00453,2013,Other,0
QBL90223,2018,Other,8
QJT42680,2020,Other,3
ALG00485,2013,Other,0
ALH30798,2014,Other,0
QEN98190,2019,Other,3
QEN98223,2019,Other,3
QFQ51496,2019,Other,3
AGF68775,2009,Other,5
ALG00492,2012,Other,9
QGQ58766,2019,Other,3
QGQ59344,2019,Other,3
ACF54576,2005,Other,10
ABW80978,2005,Other,10
AFH00648,2005,Other,10
AOT89663,2016,Other,6
AMB68274,2015,Other,6
AZF87471,2018,Other,8
AXB52443,2018,Other,8
AQS18679,2016,Other,6
ASK80950,2016,Other,6
AZJ51191,2018,Other,8
AKJ80263,2012,Other,9
AKJ80271,2013,Other,0
AKJ80274,2013,Other,0
AKJ80276,2013,Other,0
AKJ80292,2013,Other,0
AKJ80295,2013,Other,0
AKJ80306,2013,Other,0
AKJ80313,2013,Other,0
AKJ80315,2013,Other,0
AKJ80323,2013,Other,0
QFR17158,2019,Other,3
AFR42694,1995,WU95,7
QFR17161,2019,Other,3
QFR17157,2018,Other,8
QFR17159,2019,Other,3
AGL07250,2012,Other,9
ABW23239,2006,Other,13
AIE09638,2014,Other,0
AIU46069,2003,FU02,2
ACF54565,2003,FU02,2
AJK00810,2007,Other,13
ARB16535,2017,Other,8
AIE09807,2013,Other,0
AIE09787,2013,Other,0
AQZ37478,2017,Other,8
AGK74345,2011,Other,9
AQZ37490,2017,Other,8
ANN02014,2016,Other,6
AGL06920,2012,Other,9
ARB17681,2017,Other,8
QCG85687,2019,Other,3
AMB70434,2015,Other,6
ALA08687,2014,Other,0
ALE32116,2014,Other,0
ALE32117,2015,Other,6
ATD11038,2017,Other,8
ATD11363,2017,Other,8
QBA99437,2018,Other,8
APQ31303,2015,Other,6
APQ31295,2015,Other,6
APQ31290,2016,Other,6
APQ31304,2015,Other,6
APQ31294,2015,Other,6
APQ31291,2016,Other,6
APQ31300,2015,Other,6
APQ31299,2015,Other,6
APQ31297,2015,Other,6
APQ31298,2015,Other,6
APQ31293,2015,Other,6
APQ31301,2015,Other,6
APQ31296,2015,Other,6
APQ31302,2015,Other,6
APQ31305,2015,Other,6
QHA30968,2019,Other,3
ACF22159,2003,FU02,2
AJK02986,2007,Other,13
AHN96444,2012,Other,9
AHN96443,2011,Other,9
AHN96445,2012,Other,9
ABY81827,2006,Other,13
ABY81829,2005,Other,10
AID48386,2013,Other,0
AID48116,2013,Other,0
AID48396,2013,Other,0
AHZ44117,2012,Other,9
AZQ08927,2013,Other,0
AQY18299,2011,Other,9
APB91634,2011,Other,9
AQY18374,2011,Other,9
AQY18569,2012,Other,9
APB91575,2012,Other,9
AQY18458,2012,Other,9
APB91557,2012,Other,9
AGE08032,2010,Other,5
AHL81589,2011,Other,9
APD70238,2014,Other,0
APD70262,2014,Other,0
APQ31833,2015,Other,6
AHZ43600,2012,Other,9
AHN97166,2013,Other,0
AMQ30747,2014,Other,0
ATY72809,2016,Other,6
ABL75563,1999,SY97,12
AHN00214,1980,BK79,4
AGE01033,2010,Other,5
AHL82922,2011,Other,9
AHL81649,2011,Other,9
AHL81943,2011,Other,9
AHN04215,1980,BK79,4
AHN04822,1978,TX77,4
AEM75900,2009,Other,5
AEM75523,2009,Other,5
AHN02996,1976,VI75,4
AHN00657,1981,BK79,4
AHN03255,1983,BK79,1
AHN03147,1979,BK79,4
APW83922,2016,Other,6
APW83923,2016,Other,6
AID57780,2013,Other,0
ABY81834,2004,Other,10
ABY81836,2004,Other,10
ABY81843,2005,Other,10
ABY81846,2005,Other,10
ABY81850,2006,Other,13
AAW78047,2003,FU02,2
AIJ11014,2013,Other,0
ABF60581,1976,VI75,4
AJS16353,2014,Other,0
AJS16354,2014,Other,0
AJS16355,2014,Other,0
AJS16357,2014,Other,0
AJS16359,2014,Other,0
AJS16362,2014,Other,0
AJS16363,2014,Other,0
AJS16372,2014,Other,0
AJS16374,2014,Other,0
AJS16375,2014,Other,0
AJS16377,2014,Other,0
AJS16378,2014,Other,0
AJS16381,2014,Other,0
AJS16383,2014,Other,0
AJS16385,2014,Other,0
AJS16386,2014,Other,0
AJS16391,2014,Other,0
AJS16392,2014,Other,0
AJS16394,2014,Other,0
AJS16395,2014,Other,0
AJS16397,2014,Other,0
AJS16398,2014,Other,0
AJS16400,2014,Other,0
AJS16401,2014,Other,0
AJS16403,2014,Other,0
AJS16404,2014,Other,0
AJS16405,2014,Other,0
AJS16407,2014,Other,0
AJS16408,2014,Other,0
AJS16409,2014,Other,0
AJS16410,2014,Other,0
AJS16411,2014,Other,0
AJS16412,2014,Other,0
AJS16413,2014,Other,0
AJS16415,2014,Other,0
AJS16417,2014,Other,0
AJS16418,2014,Other,0
AKN58476,2014,Other,0
ATP60758,2016,Other,6
AXG75327,2016,Other,6
AEH26544,2009,Other,5
AFN66843,2011,Other,9
ALR81991,2011,Other,9
ALR81992,2011,Other,9
ALR81993,2011,Other,9
QBJ05868,2017,Other,8
QCU80550,2015,Other,6
QBJ05892,2017,Other,8
ABB88256,1975,VI75,4
AND81033,2014,Other,0
AND81021,2014,Other,0
AND81009,2014,Other,0
ACJ14456,2006,Other,13
ATL63269,2016,Other,6
AGB84854,2004,Other,10
AJS16421,2014,Other,0
AJS16422,2014,Other,0
AEI29882,2004,Other,10
ABY81833,2004,Other,10
ABY81835,2004,Other,10
ABY81837,2004,Other,10
ABY81838,2005,Other,10
ABY81839,2005,Other,10
ABY81851,2006,Other,13
AEI29891,2007,Other,13
AEI29892,2007,Other,13
AEI29893,2007,Other,13
AHN03989,1975,VI75,4
ACD88494,1978,TX77,4
ALR81994,2009,Other,5
AFO83467,2009,Other,5
AIJ11002,2013,Other,0
AIJ10978,2013,Other,0
BBG57718,2017,Other,8
BBM96444,2016,Other,6
AHN04239,1978,TX77,4
AHN04311,1978,TX77,4
AHN04323,1978,TX77,4
AHN04347,1978,TX77,4
AHN04359,1978,TX77,4
AHL24587,2013,Other,0
AHL24607,2013,Other,0
ARI68198,2016,Other,6
ARI68205,2016,Other,6
ARI68216,2016,Other,6
ARI68228,2016,Other,6
AFM09341,2006,Other,13
ACS92940,2007,Other,13
AMQ30687,2014,Other,0
AQS25142,2015,Other,6
AHN04426,1974,EN72,4
ACZ36904,1998,SY97,12
QEY09060,2012,Other,9
ARX91546,2011,Other,9
ARX92086,2010,Other,5
ARX93214,2008,Other,13
ATY73666,2016,Other,6
ADG86178,2006,Other,13
AGD99805,2010,Other,5
AMQ29996,2005,Other,10
AMQ30032,2005,Other,10
AMQ29583,2009,Other,5
AMQ29595,2010,Other,5
AMQ29598,2010,Other,5
AMQ29636,2010,Other,5
ABO52588,2005,Other,10
ABR37484,2005,Other,10
AGC73005,2010,Other,5
AGK41770,1999,SY97,12
ACZ48441,2000,SY97,12
AGK43162,2009,Other,5
AGK42522,2008,Other,13
ACU15037,2007,Other,13
AZS33040,2016,Other,6
AGL59854,2008,Other,13
ABF60578,1978,TX77,4
ADR66201,2004,Other,10
AGC72918,2010,Other,5
AGC73385,2011,Other,9
AMQ30833,2014,Other,0
AMQ31120,2014,Other,0
AZS35001,2017,Other,8
ABK80014,1988,SI87,1
ABO51829,1986,BK79,1
ACX55422,2006,Other,13
QEY08969,2006,Other,13
QEY08987,2007,Other,13
QEY09063,2013,Other,0
ADP07218,2006,Other,13
AGE02740,2010,Other,5
AHL81687,2011,Other,9
AHL82465,2011,Other,9
AHL82525,2011,Other,9
AHL82563,2011,Other,9
AHL82087,2011,Other,9
AHL81845,2011,Other,9
AHL81882,2011,Other,9
AHL81821,2011,Other,9
AHN02038,1977,TX77,4
AHN00261,1983,BK79,1
AHN00285,1983,BK79,1
AHM99625,1984,BK79,1
AEM75217,2009,Other,5
AEM75680,2009,Other,5
AEM75702,2009,Other,5
AHN00226,1980,BK79,4
AHN02374,1975,VI75,4
AHN02338,1975,VI75,4
AHN01775,1977,TX77,4
AHN03044,1976,VI75,4
AHN01164,1976,VI75,4
AJM71257,2009,Other,5
QCR65489,2015,Other,6
QCR64691,2016,Other,6
ACV41537,2007,Other,13
AEM75911,2009,Other,5
QEY09064,2013,Other,0
ABB87421,1979,BK79,4
ABB87377,1976,VI75,4
AHN03645,1976,VI75,4
ADV58876,2008,Other,13
AET75834,1994,BE92,7
AEK65752,2005,Other,10
AET74595,1999,SY97,12
AVQ09362,2017,Other,8
AET75507,1994,BE92,7
AWV92490,2010,Other,5
AGL59467,2008,Other,13
AGL58957,2008,Other,13
AET78141,2008,Other,13
ADV58875,2005,Other,10
AAT08004,1969,HK68,11
ABQ41888,2004,Other,10
ACF25543,2005,Other,10
ACD35865,2005,Other,10
AAV80798,2003,FU02,2
ACD35872,2005,Other,10
ACD88648,2005,Other,10
ABC59709,2004,Other,10
ACD88659,2004,Other,10
ABF17959,2005,Other,10
AEP17308,2011,Other,9
ABD79032,1972,EN72,11
QEY08973,2007,Other,13
QEY08992,2007,Other,13
QEY09035,2009,Other,5
QEY09038,2009,Other,5
AFK13924,2009,Other,5
AFK13916,2009,Other,5
AFK13900,2008,Other,13
AUR45027,2017,Other,8
AUX83827,2018,Other,8
AUX83828,2018,Other,8
AUX83830,2018,Other,8
